instant_x,dteday,season_x,yr_x,mnth_x,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,cnt_x,instant_y,season_y,yr_y,mnth_y,hr,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,cnt_y
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2433,Summer,2011,4,6,Holiday,Saturday,Holiday,3,16.400000000000002,20.455000000000002,82.0,22.0028,1,9,10
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2434,Summer,2011,4,7,Holiday,Saturday,Holiday,2,16.400000000000002,20.455000000000002,82.0,27.999299999999998,3,18,21
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2435,Summer,2011,4,8,Holiday,Saturday,Holiday,3,16.400000000000002,20.455000000000002,87.0,23.9994,7,38,45
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2436,Summer,2011,4,9,Holiday,Saturday,Holiday,3,16.400000000000002,20.455000000000002,100.0,19.999499999999998,2,27,29
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2437,Summer,2011,4,10,Holiday,Saturday,Holiday,3,17.22,21.21,94.0,26.0027,1,21,22
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2438,Summer,2011,4,11,Holiday,Saturday,Holiday,3,17.22,21.21,94.0,30.002599999999997,4,27,31
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2439,Summer,2011,4,12,Holiday,Saturday,Holiday,2,18.86,22.725,88.0,39.000699999999995,6,26,32
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2440,Summer,2011,4,13,Holiday,Saturday,Holiday,3,18.86,22.725,94.0,35.0008,9,49,58
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2441,Summer,2011,4,14,Holiday,Saturday,Holiday,3,21.32,25.0,83.0,39.000699999999995,14,49,63
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2442,Summer,2011,4,15,Holiday,Saturday,Holiday,3,21.32,25.0,83.0,39.000699999999995,16,62,78
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2443,Summer,2011,4,16,Holiday,Saturday,Holiday,3,20.5,24.240000000000002,88.0,31.0009,6,27,33
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2444,Summer,2011,4,17,Holiday,Saturday,Holiday,3,20.5,24.240000000000002,88.0,39.000699999999995,1,14,15
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2445,Summer,2011,4,18,Holiday,Saturday,Holiday,2,20.5,24.240000000000002,94.0,26.0027,6,32,38
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2446,Summer,2011,4,19,Holiday,Saturday,Holiday,2,21.32,25.0,94.0,27.999299999999998,9,62,71
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2447,Summer,2011,4,20,Holiday,Saturday,Holiday,3,18.04,21.97,94.0,15.001299999999999,4,49,53
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2448,Summer,2011,4,21,Holiday,Saturday,Holiday,2,18.04,21.97,94.0,0.0,1,13,14
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2449,Summer,2011,4,22,Holiday,Saturday,Holiday,3,17.22,21.21,100.0,0.0,2,22,24
106,2011-04-16,Summer,2011,4,Not Holiday,Saturday,Holiday,3,17.664153000000002,21.2746,88.83330000000001,22.834136,121,674,795,2450,Summer,2011,4,23,Holiday,Saturday,Holiday,2,18.04,21.97,77.0,19.0012,5,30,35
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2451,Summer,2011,4,0,Holiday,Sunday,Holiday,2,18.04,21.97,77.0,19.0012,4,29,33
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2452,Summer,2011,4,1,Holiday,Sunday,Holiday,1,17.22,21.21,67.0,15.001299999999999,6,25,31
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2453,Summer,2011,4,2,Holiday,Sunday,Holiday,1,16.400000000000002,20.455000000000002,62.0,12.998000000000001,4,25,29
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2454,Summer,2011,4,3,Holiday,Sunday,Holiday,1,16.400000000000002,20.455000000000002,66.0,8.9981,12,13,25
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2455,Summer,2011,4,4,Holiday,Sunday,Holiday,1,14.76,18.18,76.0,7.0015,2,5,7
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2456,Summer,2011,4,5,Holiday,Sunday,Holiday,1,14.76,17.424999999999997,71.0,11.0014,2,1,3
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2457,Summer,2011,4,6,Holiday,Sunday,Holiday,1,14.76,15.909999999999998,66.0,30.002599999999997,3,5,8
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2458,Summer,2011,4,7,Holiday,Sunday,Holiday,1,14.76,16.665,50.0,23.9994,2,14,16
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2459,Summer,2011,4,8,Holiday,Sunday,Holiday,1,15.58,19.695,46.0,26.0027,7,36,43
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2460,Summer,2011,4,9,Holiday,Sunday,Holiday,1,16.400000000000002,20.455000000000002,43.0,19.0012,31,71,102
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2461,Summer,2011,4,10,Holiday,Sunday,Holiday,1,17.22,21.21,44.0,30.002599999999997,91,120,211
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2462,Summer,2011,4,11,Holiday,Sunday,Holiday,1,18.86,22.725,41.0,27.999299999999998,119,185,304
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2463,Summer,2011,4,12,Holiday,Sunday,Holiday,1,18.86,22.725,38.0,26.0027,167,187,354
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2464,Summer,2011,4,13,Holiday,Sunday,Holiday,1,20.5,24.240000000000002,34.0,26.0027,181,162,343
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2465,Summer,2011,4,14,Holiday,Sunday,Holiday,1,21.32,25.0,34.0,26.0027,170,191,361
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2466,Summer,2011,4,15,Holiday,Sunday,Holiday,1,22.14,25.759999999999998,32.0,35.0008,179,209,388
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2467,Summer,2011,4,16,Holiday,Sunday,Holiday,1,22.14,25.759999999999998,30.0,23.9994,161,182,343
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2468,Summer,2011,4,17,Holiday,Sunday,Holiday,1,22.96,26.515,30.0,30.002599999999997,143,163,306
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2469,Summer,2011,4,18,Holiday,Sunday,Holiday,1,22.96,26.515,30.0,26.0027,102,175,277
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2470,Summer,2011,4,19,Holiday,Sunday,Holiday,1,22.96,26.515,30.0,19.999499999999998,75,135,210
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2471,Summer,2011,4,20,Holiday,Sunday,Holiday,1,21.32,25.0,36.0,12.998000000000001,44,97,141
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2472,Summer,2011,4,21,Holiday,Sunday,Holiday,1,20.5,24.240000000000002,42.0,12.998000000000001,13,70,83
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2473,Summer,2011,4,22,Holiday,Sunday,Holiday,1,20.5,24.240000000000002,39.0,7.0015,21,49,70
107,2011-04-17,Summer,2011,4,Not Holiday,Sunday,Holiday,1,18.723347,22.2848,47.9583,20.334232,1558,2186,3744,2474,Summer,2011,4,23,Holiday,Sunday,Holiday,1,18.04,21.97,67.0,11.0014,19,37,56
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2475,Summer,2011,4,0,Holiday,Monday,Working Day,1,18.86,22.725,47.0,6.0032,15,24,39
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2476,Summer,2011,4,1,Holiday,Monday,Working Day,1,18.86,22.725,47.0,8.9981,11,8,19
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2477,Summer,2011,4,2,Holiday,Monday,Working Day,1,17.22,21.21,67.0,7.0015,14,2,16
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2478,Summer,2011,4,3,Holiday,Monday,Working Day,1,17.22,21.21,62.0,7.0015,6,1,7
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2479,Summer,2011,4,4,Holiday,Monday,Working Day,1,16.400000000000002,20.455000000000002,87.0,11.0014,2,4,6
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2480,Summer,2011,4,5,Holiday,Monday,Working Day,1,16.400000000000002,20.455000000000002,76.0,6.0032,0,16,16
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2481,Summer,2011,4,6,Holiday,Monday,Working Day,1,16.400000000000002,20.455000000000002,82.0,0.0,3,51,54
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2482,Summer,2011,4,7,Holiday,Monday,Working Day,1,18.86,22.725,63.0,0.0,12,156,168
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2483,Summer,2011,4,8,Holiday,Monday,Working Day,1,18.86,22.725,63.0,0.0,20,277,297
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2484,Summer,2011,4,9,Holiday,Monday,Working Day,2,20.5,24.240000000000002,55.00000000000001,7.0015,37,132,169
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2485,Summer,2011,4,10,Holiday,Monday,Working Day,2,21.32,25.0,55.00000000000001,7.0015,41,68,109
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2486,Summer,2011,4,11,Holiday,Monday,Working Day,2,22.14,25.759999999999998,52.0,6.0032,36,87,123
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2487,Summer,2011,4,12,Holiday,Monday,Working Day,2,22.96,26.515,49.0,6.0032,60,124,184
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2488,Summer,2011,4,13,Holiday,Monday,Working Day,2,22.96,26.515,49.0,11.0014,41,128,169
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2489,Summer,2011,4,14,Holiday,Monday,Working Day,2,23.779999999999998,27.275,49.0,12.998000000000001,49,95,144
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2490,Summer,2011,4,15,Holiday,Monday,Working Day,2,24.599999999999998,31.06,43.0,12.998000000000001,64,112,176
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2491,Summer,2011,4,16,Holiday,Monday,Working Day,1,24.599999999999998,31.06,46.0,19.0012,40,165,205
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2492,Summer,2011,4,17,Holiday,Monday,Working Day,1,23.779999999999998,27.275,49.0,19.0012,66,362,428
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2493,Summer,2011,4,18,Holiday,Monday,Working Day,1,26.240000000000002,31.06,31.0,23.9994,41,321,362
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2494,Summer,2011,4,19,Holiday,Monday,Working Day,1,22.96,26.515,46.0,16.997899999999998,42,244,286
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2495,Summer,2011,4,20,Holiday,Monday,Working Day,1,24.599999999999998,31.06,33.0,19.999499999999998,29,136,165
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2496,Summer,2011,4,21,Holiday,Monday,Working Day,1,22.96,26.515,37.0,19.0012,20,131,151
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2497,Summer,2011,4,22,Holiday,Monday,Working Day,1,21.32,25.0,55.00000000000001,19.0012,9,81,90
108,2011-04-18,Summer,2011,4,Not Holiday,Monday,Working Day,1,21.0125,25.1573,54.25,10.958988999999999,669,2760,3429,2498,Summer,2011,4,23,Holiday,Monday,Working Day,1,20.5,24.240000000000002,59.0,16.997899999999998,11,35,46
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2499,Summer,2011,4,0,Holiday,Tuesday,Working Day,1,20.5,24.240000000000002,55.00000000000001,15.001299999999999,2,23,25
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2500,Summer,2011,4,1,Holiday,Tuesday,Working Day,1,18.86,22.725,63.0,15.001299999999999,5,2,7
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2501,Summer,2011,4,2,Holiday,Tuesday,Working Day,1,18.86,22.725,67.0,19.0012,8,5,13
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2502,Summer,2011,4,3,Holiday,Tuesday,Working Day,1,19.68,23.485,63.0,15.001299999999999,0,3,3
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2503,Summer,2011,4,4,Holiday,Tuesday,Working Day,1,18.86,22.725,67.0,6.0032,1,4,5
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2504,Summer,2011,4,5,Holiday,Tuesday,Working Day,2,18.86,22.725,72.0,12.998000000000001,1,17,18
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2505,Summer,2011,4,6,Holiday,Tuesday,Working Day,2,19.68,23.485,67.0,0.0,2,63,65
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2506,Summer,2011,4,7,Holiday,Tuesday,Working Day,2,21.32,25.0,55.00000000000001,0.0,22,166,188
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2507,Summer,2011,4,8,Holiday,Tuesday,Working Day,2,20.5,24.240000000000002,68.0,8.9981,20,331,351
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2508,Summer,2011,4,9,Holiday,Tuesday,Working Day,3,21.32,25.0,63.0,6.0032,23,139,162
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2509,Summer,2011,4,10,Holiday,Tuesday,Working Day,2,20.5,24.240000000000002,72.0,15.001299999999999,15,60,75
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2510,Summer,2011,4,11,Holiday,Tuesday,Working Day,2,22.14,25.759999999999998,68.0,11.0014,19,53,72
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2511,Summer,2011,4,12,Holiday,Tuesday,Working Day,2,22.14,25.759999999999998,64.0,6.0032,19,84,103
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2512,Summer,2011,4,13,Holiday,Tuesday,Working Day,2,22.14,25.759999999999998,68.0,15.001299999999999,26,103,129
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2513,Summer,2011,4,14,Holiday,Tuesday,Working Day,2,22.14,25.759999999999998,64.0,12.998000000000001,19,88,107
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2514,Summer,2011,4,15,Holiday,Tuesday,Working Day,2,22.14,25.759999999999998,65.0,11.0014,44,83,127
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2515,Summer,2011,4,16,Holiday,Tuesday,Working Day,1,22.96,26.515,52.0,19.999499999999998,30,162,192
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2516,Summer,2011,4,17,Holiday,Tuesday,Working Day,1,22.96,26.515,60.0,7.0015,39,372,411
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2517,Summer,2011,4,18,Holiday,Tuesday,Working Day,2,22.14,25.759999999999998,64.0,8.9981,44,377,421
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2518,Summer,2011,4,19,Holiday,Tuesday,Working Day,2,20.5,24.240000000000002,72.0,12.998000000000001,28,248,276
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2519,Summer,2011,4,20,Holiday,Tuesday,Working Day,2,20.5,24.240000000000002,72.0,15.001299999999999,20,148,168
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2520,Summer,2011,4,21,Holiday,Tuesday,Working Day,2,20.5,24.240000000000002,72.0,8.9981,8,114,122
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2521,Summer,2011,4,22,Holiday,Tuesday,Working Day,1,19.68,23.485,77.0,6.0032,3,109,112
109,2011-04-19,Summer,2011,4,Not Holiday,Tuesday,Working Day,2,20.739152999999998,24.4629,66.5833,10.584057,409,2795,3204,2522,Summer,2011,4,23,Holiday,Tuesday,Working Day,1,18.86,22.725,88.0,6.0032,11,41,52
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2523,Summer,2011,4,0,Holiday,Wednesday,Working Day,1,18.04,21.97,88.0,8.9981,4,29,33
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2524,Summer,2011,4,1,Holiday,Wednesday,Working Day,1,17.22,21.21,94.0,11.0014,2,5,7
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2525,Summer,2011,4,2,Holiday,Wednesday,Working Day,1,17.22,21.21,94.0,11.0014,0,2,2
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2526,Summer,2011,4,3,Holiday,Wednesday,Working Day,1,17.22,21.21,94.0,0.0,0,2,2
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2527,Summer,2011,4,4,Holiday,Wednesday,Working Day,1,16.400000000000002,20.455000000000002,100.0,7.0015,5,4,9
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2528,Summer,2011,4,5,Holiday,Wednesday,Working Day,1,16.400000000000002,20.455000000000002,94.0,12.998000000000001,1,14,15
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2529,Summer,2011,4,6,Holiday,Wednesday,Working Day,1,17.22,21.21,94.0,11.0014,2,62,64
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2530,Summer,2011,4,7,Holiday,Wednesday,Working Day,1,18.04,21.97,94.0,0.0,26,211,237
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2531,Summer,2011,4,8,Holiday,Wednesday,Working Day,1,25.419999999999998,30.305,69.0,31.0009,22,374,396
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2532,Summer,2011,4,9,Holiday,Wednesday,Working Day,1,27.060000000000002,31.06,61.0,19.0012,27,170,197
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2533,Summer,2011,4,10,Holiday,Wednesday,Working Day,1,25.419999999999998,30.305,69.0,6.0032,45,86,131
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2534,Summer,2011,4,11,Holiday,Wednesday,Working Day,1,25.419999999999998,30.305,69.0,6.0032,31,87,118
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2535,Summer,2011,4,12,Holiday,Wednesday,Working Day,1,28.7,32.574999999999996,48.0,26.0027,28,117,145
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2536,Summer,2011,4,13,Holiday,Wednesday,Working Day,1,28.7,32.574999999999996,48.0,26.0027,42,135,177
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2537,Summer,2011,4,14,Holiday,Wednesday,Working Day,1,30.34,32.574999999999996,40.0,31.0009,33,115,148
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2538,Summer,2011,4,15,Holiday,Wednesday,Working Day,2,31.16,33.335,35.0,23.9994,32,113,145
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2539,Summer,2011,4,16,Holiday,Wednesday,Working Day,2,31.16,33.335,35.0,23.9994,54,201,255
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2540,Summer,2011,4,17,Holiday,Wednesday,Working Day,2,30.34,32.574999999999996,37.0,27.999299999999998,34,398,432
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2541,Summer,2011,4,18,Holiday,Wednesday,Working Day,1,30.34,32.574999999999996,30.0,23.9994,56,385,441
110,2011-04-20,Summer,2011,4,Not Holiday,Wednesday,Working Day,1,24.395,28.2196,61.4167,16.208975,613,3331,3944,2542,Summer,2011,4,19,Holiday,Wednesday,Working Day,1,28.7,31.819999999999997,32.0,16.997899999999998,74,309,383
